"","Specimen_Number","Collection","Lot_Number","Collector","Ecoregion","County","Coastal_Proximity","Location","Site","SoCal_Group","Island_Size","Latitude","Longitude","Epoch","Formation","Decade","Year","Season","Month","Mean_SST","Mean_SST_Sdev","Length_mm","Width_mm","Geometric_Mean","Globosity_WoverL","Aperture_mm","Thickness_mm","Habitat","Depth","BRY","BAR","LMP","TWS","COR","ALG","SCR","BOR_TAP","BOR_STR","BOR_INC","mean_pvolc3","sd_pvolc3","zooplankton_n_points_used","zooplankton_mean_distance","fish_total_catch_wt_kg","fish_cpue_kg_per_ha_der","sd_total_catch_wt_kg","sd_cpue_kg_per_ha_der","fish_n_points_used","fish_mean_distance","Population_Density","Population_Density_NoBaja","MPA","Image_url"
"2045",2874,"SBNHM","85419","Womak","Northern California","Santa Barbara","Coastal","SB","Santa Barbara Harbor","Santa Barbara",NA,34.41,-119.69,"Anthropocene",NA,1980,1981,"Winter",1,15.52454,1.215348,23.34,12.17,16.85,0.52,2.61,0.36,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,155.8207,358.8928,513,2.899787,NA,NA,NA,NA,NA,NA,1075.550049,1075.550049,"no",NA
"2046",2875,"SBNHM","85419","Womak","Northern California","Santa Barbara","Coastal","SB","Santa Barbara Harbor","Santa Barbara",NA,34.41,-119.69,"Anthropocene",NA,1980,1981,"Winter",1,15.52454,1.215348,27.67,14.46,20,0.52,2.9,0.33,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,155.8207,358.8928,513,2.899787,NA,NA,NA,NA,NA,NA,1075.550049,1075.550049,"no",NA
"2047",2877,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,16.33,9.26,12.3,0.57,1.91,0.31,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"2048",2878,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,17.16,9.74,12.93,0.57,1.95,0.42,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"2049",2879,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,16.15,9.53,12.41,0.59,1.99,0.23,NA,"subtidal",0,0,0,1,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"2050",2880,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,19.62,10.94,14.65,0.56,2.05,0.21,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"2051",2881,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,17.06,9.89,12.99,0.58,2.08,0.3,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"2052",2882,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,18.59,10.43,13.92,0.56,2.11,0.45,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"2053",2883,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,19.85,11.2,14.91,0.56,2.16,0.51,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"2054",2884,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,21.41,12.19,16.16,0.57,2.16,0.64,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"2055",2885,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,21.57,12.43,16.37,0.58,2.16,0.77,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"2056",2886,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,18.12,10.17,13.57,0.56,2.17,0.34,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"2057",2887,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,17.71,10.9,13.89,0.62,2.19,0.42,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"2058",2888,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,18.02,9.87,13.34,0.55,2.24,0.32,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"2059",2889,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,22.05,11.98,16.25,0.54,2.28,0.73,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"2060",2890,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,18.12,10.33,13.68,0.57,2.29,0.35,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"2061",2891,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,20.63,11.73,15.56,0.57,2.29,0.49,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"2062",2892,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,18.28,10.74,14.01,0.59,2.31,0.41,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"2063",2893,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,18.81,11.01,14.39,0.59,2.32,0.18,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"2064",2894,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,21.43,11.89,15.96,0.56,2.37,0.5,NA,"subtidal",0,0,0,1,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"2065",2895,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,20.21,10.87,14.82,0.54,2.37,0.59,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"2066",2896,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,21.23,11.55,15.66,0.54,2.46,0.53,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"2067",2897,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,19.84,11.34,15,0.57,2.48,0.54,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"2068",2898,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,18.28,11.14,14.27,0.61,2.54,0.56,NA,"subtidal",0,0,0,1,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"2069",2899,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,22.23,12.5,16.67,0.56,2.56,0.43,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"2070",2900,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,21.73,13.22,16.95,0.61,2.57,0.51,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"2071",2901,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,22.61,12.58,16.87,0.56,2.61,0.54,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"2072",2902,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,23.87,13.79,18.14,0.58,2.77,0.57,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"2073",2903,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,26.14,14.52,19.48,0.56,2.92,0.58,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"2074",2904,"SBNHM","369179","Chaney","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Isthmus Cove","CAT","Large",33.44,-118.5,"Anthropocene",NA,1980,1984,"Spring",4,16.70721,2.047364,26.15,15.47,20.11,0.59,2.93,0.74,NA,"subtidal",1,0,0,0,0,0,0,0,0,0,103.762,199.9103,1315,3.695187,NA,NA,NA,NA,NA,NA,0,0,"no",NA
"2075",2905,"SBNHM","348235","Castor","Southern California Bight","Santa Barbara","Coastal","SB","Arroyo Burro Beach below Wilcox Bluffs","Santa Barbara",NA,34.4,-119.75,"Anthropocene",NA,1990,1991,NA,NA,14.93807,1.486968,26.95,15.61,20.51,0.58,2.77,0.86,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,1,0,0,194.5246,864.7726,244,2.861304,NA,NA,NA,NA,NA,NA,1132.155518,1132.155518,"no",NA
"2076",2906,"SBNHM","348235","Castor","Southern California Bight","Santa Barbara","Coastal","SB","Arroyo Burro Beach below Wilcox Bluffs","Santa Barbara",NA,34.4,-119.75,"Anthropocene",NA,1990,1991,NA,NA,14.93807,1.486968,27.86,16.13,21.2,0.58,3.65,0.78,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,194.5246,864.7726,244,2.861304,NA,NA,NA,NA,NA,NA,1132.155518,1132.155518,"no",NA
"2077",2907,"SBNHM","348235","Castor","Southern California Bight","Santa Barbara","Coastal","SB","Arroyo Burro Beach below Wilcox Bluffs","Santa Barbara",NA,34.4,-119.75,"Anthropocene",NA,1990,1991,NA,NA,14.93807,1.486968,38.9,22.47,29.56,0.58,4.28,1.35,"rocky reef or intertidal",NA,0,0,0,0,0,0,1,0,0,0,194.5246,864.7726,244,2.861304,NA,NA,NA,NA,NA,NA,1132.155518,1132.155518,"no",NA
"2078",2908,"SBNHM","100023","Berry","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large",33.35,-118.32,"Holocene",NA,1900,1903,NA,NA,15.69128593,1.663644605,19.73,10.56,14.43,0.54,2.38,0.62,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0343717,0.0343717,"no",NA
"2079",2909,"SBNHM","100023","Berry","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large",33.35,-118.32,"Holocene",NA,1900,1903,NA,NA,15.69128593,1.663644605,22.69,11.73,16.31,0.52,2.49,0.52,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0343717,0.0343717,"no",NA
"2080",2910,"SBNHM","100023","Berry","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large",33.35,-118.32,"Holocene",NA,1900,1903,NA,NA,15.69128593,1.663644605,20.24,11.5,15.26,0.57,2.51,0.6,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0343717,0.0343717,"no",NA
"2081",2911,"SBNHM","100023","Berry","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large",33.35,-118.32,"Holocene",NA,1900,1903,NA,NA,15.69128593,1.663644605,23.16,13.41,17.62,0.58,2.6,0.64,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0343717,0.0343717,"no",NA
"2082",2912,"SBNHM","100023","Berry","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large",33.35,-118.32,"Holocene",NA,1900,1903,NA,NA,15.69128593,1.663644605,20.74,10.62,14.84,0.51,2.61,0.55,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0343717,0.0343717,"no",NA
"2083",2913,"SBNHM","100023","Berry","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large",33.35,-118.32,"Holocene",NA,1900,1903,NA,NA,15.69128593,1.663644605,24.12,13.12,17.79,0.54,2.65,0.75,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0343717,0.0343717,"no",NA
"2084",2914,"SBNHM","100023","Berry","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large",33.35,-118.32,"Holocene",NA,1900,1903,NA,NA,15.69128593,1.663644605,25.4,13.72,18.67,0.54,3.05,0.54,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0343717,0.0343717,"no",NA
"2085",2915,"SBNHM","100023","Berry","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large",33.35,-118.32,"Holocene",NA,1900,1903,NA,NA,15.69128593,1.663644605,25.19,13.37,18.35,0.53,3.09,0.55,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0343717,0.0343717,"no",NA
"2086",2916,"SBNHM","100023","Berry","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large",33.35,-118.32,"Holocene",NA,1900,1903,NA,NA,15.69128593,1.663644605,26.93,14.66,19.87,0.54,3.09,0.62,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0343717,0.0343717,"no",NA
"2087",2917,"SBNHM","100023","Berry","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Avalon","CAT","Large",33.35,-118.32,"Holocene",NA,1900,1903,NA,NA,15.69128593,1.663644605,24.83,13.83,18.53,0.56,3.15,0.61,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0343717,0.0343717,"no",NA
"2088",2918,"SBNHM","11888","Howard","Southern California Bight","Orange","Coastal","SLA","Newport: Off of Arch Rock","Los Angeles",NA,33.58,-117.88,"Holocene",NA,1930,1933,"Fall",11,14.86766267,1.508449688,12.9,7.26,9.68,0.56,1.59,0.24,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84399986,11.84399986,"no",NA
"2089",2919,"SBNHM","11888","Howard","Southern California Bight","Orange","Coastal","SLA","Newport: Off of Arch Rock","Los Angeles",NA,33.58,-117.88,"Holocene",NA,1930,1933,"Fall",11,14.86766267,1.508449688,13.69,7.79,10.33,0.57,1.63,0.28,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84399986,11.84399986,"no",NA
"2090",2920,"SBNHM","11888","Howard","Southern California Bight","Orange","Coastal","SLA","Newport: Off of Arch Rock","Los Angeles",NA,33.58,-117.88,"Holocene",NA,1930,1933,"Fall",11,14.86766267,1.508449688,12.54,7.65,9.79,0.61,1.69,0.25,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84399986,11.84399986,"no",NA
"2091",2921,"SBNHM","11888","Howard","Southern California Bight","Orange","Coastal","SLA","Newport: Off of Arch Rock","Los Angeles",NA,33.58,-117.88,"Holocene",NA,1930,1933,"Fall",11,14.86766267,1.508449688,15.92,9.48,12.29,0.6,1.74,0.71,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84399986,11.84399986,"no",NA
"2092",2922,"SBNHM","11888","Howard","Southern California Bight","Orange","Coastal","SLA","Newport: Off of Arch Rock","Los Angeles",NA,33.58,-117.88,"Holocene",NA,1930,1933,"Fall",11,14.86766267,1.508449688,12.62,7.55,9.76,0.6,1.84,0.32,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84399986,11.84399986,"no",NA
"2093",2923,"SBNHM","11888","Howard","Southern California Bight","Orange","Coastal","SLA","Newport: Off of Arch Rock","Los Angeles",NA,33.58,-117.88,"Holocene",NA,1930,1933,"Fall",11,14.86766267,1.508449688,13.17,7.61,10.01,0.58,1.87,0.22,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84399986,11.84399986,"no",NA
"2094",2924,"SBNHM","11888","Howard","Southern California Bight","Orange","Coastal","SLA","Newport: Off of Arch Rock","Los Angeles",NA,33.58,-117.88,"Holocene",NA,1930,1933,"Fall",11,14.86766267,1.508449688,22,12.4,16.52,0.56,2.09,0.52,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84399986,11.84399986,"no",NA
"2095",2925,"SBNHM","11888","Howard","Southern California Bight","Orange","Coastal","SLA","Newport: Off of Arch Rock","Los Angeles",NA,33.58,-117.88,"Holocene",NA,1930,1933,"Fall",11,14.86766267,1.508449688,16.68,9.1,12.32,0.55,2.11,0.4,"rocky reef or intertidal",NA,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84399986,11.84399986,"no",NA
"2096",2926,"SBNHM","11888","Howard","Southern California Bight","Orange","Coastal","SLA","Newport: Off of Arch Rock","Los Angeles",NA,33.58,-117.88,"Holocene",NA,1930,1933,"Fall",11,14.86766267,1.508449688,16.77,9.44,12.58,0.56,2.13,0.42,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84399986,11.84399986,"no",NA
"2097",2927,"SBNHM","11888","Howard","Southern California Bight","Orange","Coastal","SLA","Newport: Off of Arch Rock","Los Angeles",NA,33.58,-117.88,"Holocene",NA,1930,1933,"Fall",11,14.86766267,1.508449688,15.01,9.08,11.67,0.61,2.18,0.25,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84399986,11.84399986,"no",NA
"2098",2928,"SBNHM","11888","Howard","Southern California Bight","Orange","Coastal","SLA","Newport: Off of Arch Rock","Los Angeles",NA,33.58,-117.88,"Holocene",NA,1930,1933,"Fall",11,14.86766267,1.508449688,19.65,10.84,14.59,0.55,2.18,0.3,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84399986,11.84399986,"no",NA
"2099",2929,"SBNHM","11888","Howard","Southern California Bight","Orange","Coastal","SLA","Newport: Off of Arch Rock","Los Angeles",NA,33.58,-117.88,"Holocene",NA,1930,1933,"Fall",11,14.86766267,1.508449688,15.06,8.89,11.57,0.59,2.21,0.27,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84399986,11.84399986,"no",NA
"2100",2930,"SBNHM","11888","Howard","Southern California Bight","Orange","Coastal","SLA","Newport: Off of Arch Rock","Los Angeles",NA,33.58,-117.88,"Holocene",NA,1930,1933,"Fall",11,14.86766267,1.508449688,19.94,10.57,14.52,0.53,2.27,0.31,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84399986,11.84399986,"no",NA
"2101",2931,"SBNHM","11888","Howard","Southern California Bight","Orange","Coastal","SLA","Newport: Off of Arch Rock","Los Angeles",NA,33.58,-117.88,"Holocene",NA,1930,1933,"Fall",11,14.86766267,1.508449688,17.21,10.25,13.28,0.6,2.27,0.34,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84399986,11.84399986,"no",NA
"2102",2932,"SBNHM","11888","Howard","Southern California Bight","Orange","Coastal","SLA","Newport: Off of Arch Rock","Los Angeles",NA,33.58,-117.88,"Holocene",NA,1930,1933,"Fall",11,14.86766267,1.508449688,16.82,10.21,13.1,0.61,2.29,0.34,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84399986,11.84399986,"no",NA
"2103",2933,"SBNHM","11888","Howard","Southern California Bight","Orange","Coastal","SLA","Newport: Off of Arch Rock","Los Angeles",NA,33.58,-117.88,"Holocene",NA,1930,1933,"Fall",11,14.86766267,1.508449688,18.21,10.16,13.6,0.56,2.3,0.32,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84399986,11.84399986,"no",NA
"2104",2934,"SBNHM","11888","Howard","Southern California Bight","Orange","Coastal","SLA","Newport: Off of Arch Rock","Los Angeles",NA,33.58,-117.88,"Holocene",NA,1930,1933,"Fall",11,14.86766267,1.508449688,17.1,9.6,12.81,0.56,2.33,0.26,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84399986,11.84399986,"no",NA
"2105",2935,"SBNHM","11888","Howard","Southern California Bight","Orange","Coastal","SLA","Newport: Off of Arch Rock","Los Angeles",NA,33.58,-117.88,"Holocene",NA,1930,1933,"Fall",11,14.86766267,1.508449688,17.6,9.82,13.15,0.56,2.38,0.26,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84399986,11.84399986,"no",NA
"2106",2936,"SBNHM","11888","Howard","Southern California Bight","Orange","Coastal","SLA","Newport: Off of Arch Rock","Los Angeles",NA,33.58,-117.88,"Holocene",NA,1930,1933,"Fall",11,14.86766267,1.508449688,18.55,11.07,14.33,0.6,2.38,0.46,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84399986,11.84399986,"no",NA
"2107",2937,"SBNHM","11888","Howard","Southern California Bight","Orange","Coastal","SLA","Newport: Off of Arch Rock","Los Angeles",NA,33.58,-117.88,"Holocene",NA,1930,1933,"Fall",11,14.86766267,1.508449688,21.69,13.06,16.83,0.6,2.38,0.54,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84399986,11.84399986,"no",NA
