"","Specimen_Number","Collection","Lot_Number","Collector","Ecoregion","County","Coastal_Proximity","Location","Site","SoCal_Group","Island_Size","Latitude","Longitude","Epoch","Formation","Decade","Year","Season","Month","Mean_SST","Mean_SST_Sdev","Length_mm","Width_mm","Geometric_Mean","Globosity_WoverL","Aperture_mm","Thickness_mm","Habitat","Depth","BRY","BAR","LMP","TWS","COR","ALG","SCR","BOR_TAP","BOR_STR","BOR_INC","mean_pvolc3","sd_pvolc3","zooplankton_n_points_used","zooplankton_mean_distance","fish_total_catch_wt_kg","fish_cpue_kg_per_ha_der","sd_total_catch_wt_kg","sd_cpue_kg_per_ha_der","fish_n_points_used","fish_mean_distance","Population_Density","Population_Density_NoBaja","MPA","Image_url"
"2317",2463,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,18,9,12.73,0.5,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2318",2464,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,14,8,10.58,0.57,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2319",2465,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,16,9,12,0.56,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2320",2466,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,18,10,13.42,0.56,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2321",2467,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,18,9,12.73,0.5,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2322",2468,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,17,10.5,13.36,0.62,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2323",2469,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,21,10.5,14.85,0.5,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2324",2471,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,18,10,13.42,0.56,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2325",2472,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,15,9.5,11.94,0.63,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2326",2473,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,18,11,14.07,0.61,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2327",2475,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,18,10,13.42,0.56,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2328",2476,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,16,9,12,0.56,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2329",2477,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,17,9,12.37,0.53,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2330",2478,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,19,10,13.78,0.53,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2331",2479,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,19,10.5,14.12,0.55,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2332",2480,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,19,11,14.46,0.58,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2333",2481,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,18,8,12,0.44,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2334",2482,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,15.5,9,11.81,0.58,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2335",2483,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,17,8.5,12.02,0.5,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2336",2484,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,20,10,14.14,0.5,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2337",2485,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,20,9,13.42,0.45,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2338",2486,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,25,12,17.32,0.48,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2339",2487,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,26,14,19.08,0.54,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2340",2488,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,20,10.5,14.49,0.53,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2341",2489,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,21,11,15.2,0.52,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2342",2490,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,22,11,15.56,0.5,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2343",2491,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,20,10,14.14,0.5,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2344",2492,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,19,9,13.08,0.47,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2345",2493,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,23,13,17.29,0.57,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2346",2494,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,18,9,12.73,0.5,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2347",2495,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,22,10,14.83,0.45,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2348",2496,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,21,11,15.2,0.52,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2349",2497,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,18,9,12.73,0.5,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2350",2498,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,22,11,15.56,0.5,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2351",2499,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,20,12,15.49,0.6,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2352",2500,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,19,10,13.78,0.53,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2353",2502,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,24,12,16.97,0.5,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2354",2503,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,18,9,12.73,0.5,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2355",2504,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,21,13,16.52,0.62,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2356",2505,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,20,11,14.83,0.55,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2357",2506,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,19,11,14.46,0.58,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2358",2507,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,21,10,14.49,0.48,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2359",2508,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,21,11,15.2,0.52,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2360",2509,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,19,11,14.46,0.58,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2361",2510,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,20,10,14.14,0.5,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2362",2511,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,21,10,14.49,0.48,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2363",2512,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,19,11,14.46,0.58,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2364",2513,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,20,10.5,14.49,0.53,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2365",2514,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,20,10,14.14,0.5,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2366",2515,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,19,10,13.78,0.53,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2367",2516,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,22,10,14.83,0.45,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2368",2517,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,19,11,14.46,0.58,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2369",2518,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,22,10.5,15.2,0.48,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2370",2519,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,20,11,14.83,0.55,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2371",2520,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,19.5,10,13.96,0.51,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2372",2521,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,19,9,13.08,0.47,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2373",2522,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,17,9,12.37,0.53,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2374",2523,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,19,10,13.78,0.53,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2375",2524,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,20,10,14.14,0.5,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
"2376",2525,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,23,12,16.61,0.52,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA
