Specimen_Number,Collection,Lot_Number,Collector,Ecoregion,County,Location,Site,Land_Category,Island_Size,SoCal_Group,MPA,Latitude,Longitude,Mean_SST,Mean_SST_Sdev,Year,Season,Month,Epoch,Formation,Length_mm,Width_mm,Globosity_WoverL,Aperture_mm,Thickness_mm,Habitat,Depth,BRY,BAR,LMP,TWS,COR,ALG,SCR,BOR_TAP,BOR_STR,BOR_INC,Image_url
2021,LACM-M-IP,1219.214,,Southern California Bight,Los Angeles,LA,Los Angeles: Downtown,,,Los Angeles,,34.05,-118.25,,,,,,Pliocene,Fernando Fm,20.77,10.72,0.52,,,,,0,0,0,0,0,0,0,0,0,0,
2022,LACM-M-IP,1219.214,,Southern California Bight,Los Angeles,LA,Los Angeles: Downtown,,,Los Angeles,,34.05,-118.25,,,,,,Pliocene,Fernando Fm,18.59,10.91,0.59,,,,,0,0,0,0,0,0,0,0,0,0,
1700,LACM-M-IP,10731.7,,Northern California,San Luis Obispo,MB,Cayucos Point,,,,,35.45,-120.91,9.68,1.9567,,,,Pleistocene,,20.62,10.98,0.53,,,,,0,0,0,0,0,0,0,0,0,0,
1701,LACM-M-IP,10731.7,,Northern California,San Luis Obispo,MB,Cayucos Point,,,,,35.45,-120.91,9.68,1.9567,,,,Pleistocene,,22.18,12.45,0.56,,,,,0,0,0,0,0,0,0,0,0,0,
1702,LACM-M-IP,10731.7,,Northern California,San Luis Obispo,MB,Cayucos Point,,,,,35.45,-120.91,9.68,1.9567,,,,Pleistocene,,16.21,9.11,0.56,,,,,0,0,0,0,0,0,0,0,0,0,
1703,LACM-M-IP,10731.7,,Northern California,San Luis Obispo,MB,Cayucos Point,,,,,35.45,-120.91,9.68,1.9567,,,,Pleistocene,,22.14,12.77,0.58,,,,,0,0,0,0,0,0,0,0,0,0,
1704,LACM-M-IP,10731.7,,Northern California,San Luis Obispo,MB,Cayucos Point,,,,,35.45,-120.91,9.68,1.9567,,,,Pleistocene,,9.07,5.33,0.59,,,,,0,0,0,0,0,0,0,0,0,0,
1705,LACM-M-IP,10731.7,,Northern California,San Luis Obispo,MB,Cayucos Point,,,,,35.45,-120.91,9.68,1.9567,,,,Pleistocene,,8.89,5.23,0.59,,,,,0,0,0,0,0,0,0,0,0,0,
1706,LACM-M-IP,10731.7,,Northern California,San Luis Obispo,MB,Cayucos Point,,,,,35.45,-120.91,9.68,1.9567,,,,Pleistocene,,9.32,6.04,0.65,,,,,0,0,0,0,0,0,0,0,0,0,
1707,LACM-M-IP,23387.4,,Northern California,San Luis Obispo,MB,Cayucos Point,,,,,35.45,-120.9,9.68,1.9567,,,,Pleistocene,Quaternary terrace,30.3,16.79,0.55,,,,,0,0,0,0,0,0,0,0,0,0,
1708,LACM-M-IP,23387.4,,Northern California,San Luis Obispo,MB,Cayucos Point,,,,,35.45,-120.9,9.68,1.9567,,,,Pleistocene,Quaternary terrace,27.44,15.64,0.57,,,,,0,0,0,0,0,0,0,0,0,0,
1709,LACM-M-IP,23387.4,,Northern California,San Luis Obispo,MB,Cayucos Point,,,,,35.45,-120.9,9.68,1.9567,,,,Pleistocene,Quaternary terrace,15.56,8.96,0.58,,,,,0,0,0,0,0,0,0,0,0,0,
1710,LACM-M-IP,23387.4,,Northern California,San Luis Obispo,MB,Cayucos Point,,,,,35.45,-120.9,9.68,1.9567,,,,Pleistocene,Quaternary terrace,16.31,9.66,0.59,,,,,0,0,0,0,0,0,0,0,0,0,
1711,LACM-M-IP,11762.26,,Northern California,San Luis Obispo,MB,Cayucos Point,,,,,35.45,-120.9,9.68,1.9567,,,,Pleistocene,Quaternary terrace,20.6,9.64,0.47,,,,,0,0,0,0,0,0,0,0,0,0,
1712,LACM-M-IP,11762.26,,Northern California,San Luis Obispo,MB,Cayucos Point,,,,,35.45,-120.9,9.68,1.9567,,,,Pleistocene,Quaternary terrace,8.94,4.27,0.48,,,,,0,0,0,0,0,0,0,0,0,0,
1713,LACM-M-IP,11762.26,,Northern California,San Luis Obispo,MB,Cayucos Point,,,,,35.45,-120.9,9.68,1.9567,,,,Pleistocene,Quaternary terrace,23.11,12.13,0.53,,,,,0,0,0,0,0,0,0,0,0,0,
1714,LACM-M-IP,11762.26,,Northern California,San Luis Obispo,MB,Cayucos Point,,,,,35.45,-120.9,9.68,1.9567,,,,Pleistocene,Quaternary terrace,19.59,10.5,0.54,,,,,0,0,0,0,0,0,0,0,0,0,
1715,LACM-M-IP,11762.26,,Northern California,San Luis Obispo,MB,Cayucos Point,,,,,35.45,-120.9,9.68,1.9567,,,,Pleistocene,Quaternary terrace,18.72,10.82,0.58,,,,,0,0,0,0,0,0,0,0,0,0,
2000,LACM-M-IP,8220.1,,Southern California Bight,Baja California,NBC,"Bahia Soledadm Baja California, Mexico",,,,,31.62,-116.65,13.26,4.6397,,,,Pleistocene,2nd Terrace,12.22,6.73,0.55,,,,,0,0,0,0,0,0,0,0,0,0,
2001,LACM-M-IP,8220.1,,Southern California Bight,Baja California,NBC,"Bahia Soledadm Baja California, Mexico",,,,,31.62,-116.65,13.26,4.6397,,,,Pleistocene,2nd Terrace,14.84,8.89,0.6,,,,,0,0,0,0,0,0,0,0,0,0,
2002,LACM-M-IP,8220.1,,Southern California Bight,Baja California,NBC,"Bahia Soledadm Baja California, Mexico",,,,,31.62,-116.65,13.26,4.6397,,,,Pleistocene,2nd Terrace,16.7,10.78,0.65,,,,,0,0,0,0,0,0,0,0,0,0,
1968,LACM-M-IP,10130.21,,Southern California Bight,Baja California,NBC,La Mision,,,,,31.74,-116.74,13.26,4.542,,,,Pleistocene,2nd Terrace,14.59,6.95,0.48,,,,,0,0,0,0,0,0,0,0,0,0,
1969,LACM-M-IP,10130.21,,Southern California Bight,Baja California,NBC,La Mision,,,,,31.74,-116.74,13.26,4.542,,,,Pleistocene,2nd Terrace,17.98,9.44,0.53,,,,,0,0,0,0,0,0,0,0,0,0,
1970,LACM-M-IP,10130.21,,Southern California Bight,Baja California,NBC,La Mision,,,,,31.74,-116.74,13.26,4.542,,,,Pleistocene,2nd Terrace,7.56,3.97,0.53,,,,,0,0,0,0,0,0,0,0,0,0,
1971,LACM-M-IP,10130.21,,Southern California Bight,Baja California,NBC,La Mision,,,,,31.74,-116.74,13.26,4.542,,,,Pleistocene,2nd Terrace,7.85,4.27,0.54,,,,,0,0,0,0,0,0,0,0,0,0,
1972,LACM-M-IP,10130.21,,Southern California Bight,Baja California,NBC,La Mision,,,,,31.74,-116.74,13.26,4.542,,,,Pleistocene,2nd Terrace,14.91,8.22,0.55,,,,,0,0,0,0,0,0,0,0,0,0,
1973,LACM-M-IP,10130.21,,Southern California Bight,Baja California,NBC,La Mision,,,,,31.74,-116.74,13.26,4.542,,,,Pleistocene,2nd Terrace,13.19,7.37,0.56,,,,,0,0,0,0,0,0,0,0,0,0,
1974,LACM-M-IP,10130.21,,Southern California Bight,Baja California,NBC,La Mision,,,,,31.74,-116.74,13.26,4.542,,,,Pleistocene,2nd Terrace,14.39,8.05,0.56,,,,,0,0,0,0,0,0,0,0,0,0,
1975,LACM-M-IP,10130.21,,Southern California Bight,Baja California,NBC,La Mision,,,,,31.74,-116.74,13.26,4.542,,,,Pleistocene,2nd Terrace,13.03,7.4,0.57,,,,,0,0,0,0,0,0,0,0,0,0,
1976,LACM-M-IP,10130.21,,Southern California Bight,Baja California,NBC,La Mision,,,,,31.74,-116.74,13.26,4.542,,,,Pleistocene,2nd Terrace,9.57,5.5,0.58,,,,,0,0,0,0,0,0,0,0,0,0,
1977,LACM-M-IP,10130.21,,Southern California Bight,Baja California,NBC,La Mision,,,,,31.74,-116.74,13.26,4.542,,,,Pleistocene,2nd Terrace,7.93,4.6,0.58,,,,,0,0,0,0,0,0,0,0,0,0,
1978,LACM-M-IP,10130.21,,Southern California Bight,Baja California,NBC,La Mision,,,,,31.74,-116.74,13.26,4.542,,,,Pleistocene,2nd Terrace,6.5,3.81,0.59,,,,,0,0,0,0,0,0,0,0,0,0,
1979,LACM-M-IP,10130.21,,Southern California Bight,Baja California,NBC,La Mision,,,,,31.74,-116.74,13.26,4.542,,,,Pleistocene,2nd Terrace,12.19,7.15,0.59,,,,,0,0,0,0,0,0,0,0,0,0,
1980,LACM-M-IP,10130.21,,Southern California Bight,Baja California,NBC,La Mision,,,,,31.74,-116.74,13.26,4.542,,,,Pleistocene,2nd Terrace,24.45,14.43,0.59,,,,,0,0,0,0,0,0,0,0,0,0,
1981,LACM-M-IP,10130.21,,Southern California Bight,Baja California,NBC,La Mision,,,,,31.74,-116.74,13.26,4.542,,,,Pleistocene,2nd Terrace,20.07,12.05,0.6,,,,,0,0,0,0,0,0,0,0,0,0,
1982,LACM-M-IP,10130.21,,Southern California Bight,Baja California,NBC,La Mision,,,,,31.74,-116.74,13.26,4.542,,,,Pleistocene,2nd Terrace,10.15,6.13,0.6,,,,,0,0,0,0,0,0,0,0,0,0,
1983,LACM-M-IP,10130.21,,Southern California Bight,Baja California,NBC,La Mision,,,,,31.74,-116.74,13.26,4.542,,,,Pleistocene,2nd Terrace,8.95,5.43,0.61,,,,,0,0,0,0,0,0,0,0,0,0,
1984,LACM-M-IP,10130.21,,Southern California Bight,Baja California,NBC,La Mision,,,,,31.74,-116.74,13.26,4.542,,,,Pleistocene,2nd Terrace,7.09,4.32,0.61,,,,,0,0,0,0,0,0,0,0,0,0,
1985,LACM-M-IP,10130.21,,Southern California Bight,Baja California,NBC,La Mision,,,,,31.74,-116.74,13.26,4.542,,,,Pleistocene,2nd Terrace,7.25,4.43,0.61,,,,,0,0,0,0,0,0,0,0,0,0,
1986,LACM-M-IP,10130.21,,Southern California Bight,Baja California,NBC,La Mision,,,,,31.74,-116.74,13.26,4.542,,,,Pleistocene,2nd Terrace,8.03,4.92,0.61,,,,,0,0,0,0,0,0,0,0,0,0,
1987,LACM-M-IP,10130.21,,Southern California Bight,Baja California,NBC,La Mision,,,,,31.74,-116.74,13.26,4.542,,,,Pleistocene,2nd Terrace,11.93,7.31,0.61,,,,,0,0,0,0,0,0,0,0,0,0,
1988,LACM-M-IP,10130.21,,Southern California Bight,Baja California,NBC,La Mision,,,,,31.74,-116.74,13.26,4.542,,,,Pleistocene,2nd Terrace,9.72,6.13,0.63,,,,,0,0,0,0,0,0,0,0,0,0,
1989,LACM-M-IP,10130.21,,Southern California Bight,Baja California,NBC,La Mision,,,,,31.74,-116.74,13.26,4.542,,,,Pleistocene,2nd Terrace,10.9,6.92,0.64,,,,,0,0,0,0,0,0,0,0,0,0,
1990,LACM-M-IP,10130.21,,Southern California Bight,Baja California,NBC,La Mision,,,,,31.74,-116.74,13.26,4.542,,,,Pleistocene,2nd Terrace,6.65,4.25,0.64,,,,,0,0,0,0,0,0,0,0,0,0,
1991,LACM-M-IP,10130.21,,Southern California Bight,Baja California,NBC,La Mision,,,,,31.74,-116.74,13.26,4.542,,,,Pleistocene,2nd Terrace,10.51,6.75,0.64,,,,,0,0,0,0,0,0,0,0,0,0,
1992,LACM-M-IP,10130.21,,Southern California Bight,Baja California,NBC,La Mision,,,,,31.74,-116.74,13.26,4.542,,,,Pleistocene,2nd Terrace,9.91,6.37,0.64,,,,,0,0,0,0,0,0,0,0,0,0,
1993,LACM-M-IP,10130.21,,Southern California Bight,Baja California,NBC,La Mision,,,,,31.74,-116.74,13.26,4.542,,,,Pleistocene,2nd Terrace,8.56,5.51,0.64,,,,,0,0,0,0,0,0,0,0,0,0,
1994,LACM-M-IP,10130.21,,Southern California Bight,Baja California,NBC,La Mision,,,,,31.74,-116.74,13.26,4.542,,,,Pleistocene,2nd Terrace,10.57,6.86,0.65,,,,,0,0,0,0,0,0,0,0,0,0,
1995,LACM-M-IP,10130.21,,Southern California Bight,Baja California,NBC,La Mision,,,,,31.74,-116.74,13.26,4.542,,,,Pleistocene,2nd Terrace,8.82,5.73,0.65,,,,,0,0,0,0,0,0,0,0,0,0,
1996,LACM-M-IP,10130.21,,Southern California Bight,Baja California,NBC,La Mision,,,,,31.74,-116.74,13.26,4.542,,,,Pleistocene,2nd Terrace,21.79,14.22,0.65,,,,,0,0,0,0,0,0,0,0,0,0,
1997,LACM-M-IP,10130.21,,Southern California Bight,Baja California,NBC,La Mision,,,,,31.74,-116.74,13.26,4.542,,,,Pleistocene,2nd Terrace,8.8,5.86,0.67,,,,,0,0,0,0,0,0,0,0,0,0,
1998,LACM-M-IP,10130.21,,Southern California Bight,Baja California,NBC,La Mision,,,,,31.74,-116.74,13.26,4.542,,,,Pleistocene,2nd Terrace,8.26,5.51,0.67,,,,,0,0,0,0,0,0,0,0,0,0,
1999,LACM-M-IP,10130.21,,Southern California Bight,Baja California,NBC,La Mision,,,,,31.74,-116.74,13.26,4.542,,,,Pleistocene,2nd Terrace,7.68,5.51,0.72,,,,,0,0,0,0,0,0,0,0,0,0,
1942,LACM-M-IP,8226.4,,Southern California Bight,Baja California,NBC,La Mision,,,,,32.12,-116.88,13.28,4.897,,,,Pleistocene,1st Terrace,11.29,5.97,0.53,,,,,0,0,0,0,0,0,0,0,0,0,
1943,LACM-M-IP,8226.4,,Southern California Bight,Baja California,NBC,La Mision,,,,,32.12,-116.88,13.28,4.897,,,,Pleistocene,1st Terrace,19.06,10.11,0.53,,,,,0,0,0,0,0,0,0,0,0,0,
1944,LACM-M-IP,8226.4,,Southern California Bight,Baja California,NBC,La Mision,,,,,32.12,-116.88,13.28,4.897,,,,Pleistocene,1st Terrace,17.51,9.49,0.54,,,,,0,0,0,0,0,0,0,0,0,0,
1945,LACM-M-IP,8226.4,,Southern California Bight,Baja California,NBC,La Mision,,,,,32.12,-116.88,13.28,4.897,,,,Pleistocene,1st Terrace,9.3,5.06,0.54,,,,,0,0,0,0,0,0,0,0,0,0,
1946,LACM-M-IP,8226.4,,Southern California Bight,Baja California,NBC,La Mision,,,,,32.12,-116.88,13.28,4.897,,,,Pleistocene,1st Terrace,18.12,10.02,0.55,,,,,0,0,0,0,0,0,0,0,0,0,
1947,LACM-M-IP,8226.4,,Southern California Bight,Baja California,NBC,La Mision,,,,,32.12,-116.88,13.28,4.897,,,,Pleistocene,1st Terrace,7.97,4.41,0.55,,,,,0,0,0,0,0,0,0,0,1,0,
1948,LACM-M-IP,8226.4,,Southern California Bight,Baja California,NBC,La Mision,,,,,32.12,-116.88,13.28,4.897,,,,Pleistocene,1st Terrace,20.01,11.17,0.56,,,,,0,0,0,0,0,0,0,0,0,0,
1949,LACM-M-IP,8226.4,,Southern California Bight,Baja California,NBC,La Mision,,,,,32.12,-116.88,13.28,4.897,,,,Pleistocene,1st Terrace,13.1,7.33,0.56,,,,,0,0,0,0,0,0,0,0,0,0,
1950,LACM-M-IP,8226.4,,Southern California Bight,Baja California,NBC,La Mision,,,,,32.12,-116.88,13.28,4.897,,,,Pleistocene,1st Terrace,24.99,14.17,0.57,,,,,0,0,0,0,0,0,0,0,0,0,
1951,LACM-M-IP,8226.4,,Southern California Bight,Baja California,NBC,La Mision,,,,,32.12,-116.88,13.28,4.897,,,,Pleistocene,1st Terrace,24.52,13.94,0.57,,,,,0,0,0,0,0,0,0,0,0,0,
1952,LACM-M-IP,8226.4,,Southern California Bight,Baja California,NBC,La Mision,,,,,32.12,-116.88,13.28,4.897,,,,Pleistocene,1st Terrace,22.3,12.69,0.57,,,,,0,0,0,0,0,0,0,0,0,0,
1953,LACM-M-IP,8226.4,,Southern California Bight,Baja California,NBC,La Mision,,,,,32.12,-116.88,13.28,4.897,,,,Pleistocene,1st Terrace,19.53,11.18,0.57,,,,,0,0,0,0,0,0,0,0,0,0,
1954,LACM-M-IP,8226.4,,Southern California Bight,Baja California,NBC,La Mision,,,,,32.12,-116.88,13.28,4.897,,,,Pleistocene,1st Terrace,22.9,13.16,0.58,,,,,0,0,0,0,0,0,0,0,0,0,
1955,LACM-M-IP,8226.4,,Southern California Bight,Baja California,NBC,La Mision,,,,,32.12,-116.88,13.28,4.897,,,,Pleistocene,1st Terrace,23.57,13.72,0.58,,,,,0,0,0,0,0,0,0,0,0,0,
1956,LACM-M-IP,8226.4,,Southern California Bight,Baja California,NBC,La Mision,,,,,32.12,-116.88,13.28,4.897,,,,Pleistocene,1st Terrace,7.88,4.7,0.6,,,,,0,0,0,0,0,0,0,0,0,0,
1957,LACM-M-IP,8226.4,,Southern California Bight,Baja California,NBC,La Mision,,,,,32.12,-116.88,13.28,4.897,,,,Pleistocene,1st Terrace,8.57,5.16,0.6,,,,,0,0,0,0,0,0,0,0,0,0,
1958,LACM-M-IP,8226.4,,Southern California Bight,Baja California,NBC,La Mision,,,,,32.12,-116.88,13.28,4.897,,,,Pleistocene,1st Terrace,16.42,10.03,0.61,,,,,0,0,0,0,0,0,0,0,0,0,
1959,LACM-M-IP,8226.4,,Southern California Bight,Baja California,NBC,La Mision,,,,,32.12,-116.88,13.28,4.897,,,,Pleistocene,1st Terrace,13.34,8.16,0.61,,,,,0,0,0,0,0,0,0,0,0,0,
1960,LACM-M-IP,8226.4,,Southern California Bight,Baja California,NBC,La Mision,,,,,32.12,-116.88,13.28,4.897,,,,Pleistocene,1st Terrace,11.03,6.75,0.61,,,,,0,0,0,0,0,0,0,0,0,0,
1961,LACM-M-IP,8226.4,,Southern California Bight,Baja California,NBC,La Mision,,,,,32.12,-116.88,13.28,4.897,,,,Pleistocene,1st Terrace,9.16,5.73,0.63,,,,,0,0,0,0,0,0,0,0,1,0,
1962,LACM-M-IP,8226.4,,Southern California Bight,Baja California,NBC,La Mision,,,,,32.12,-116.88,13.28,4.897,,,,Pleistocene,1st Terrace,6.55,4.1,0.63,,,,,0,0,0,0,0,0,0,0,0,0,
1963,LACM-M-IP,8226.4,,Southern California Bight,Baja California,NBC,La Mision,,,,,32.12,-116.88,13.28,4.897,,,,Pleistocene,1st Terrace,10.9,6.95,0.64,,,,,0,0,0,0,0,0,0,0,1,0,
1964,LACM-M-IP,8222.6,,Southern California Bight,Baja California,NBC,La Mision,,,,,32.12,-116.88,13.28,4.897,,,,Pleistocene,2nd Terrace,13.98,7.66,0.55,,,,,0,0,0,0,0,0,0,0,0,0,
1965,LACM-M-IP,8222.6,,Southern California Bight,Baja California,NBC,La Mision,,,,,32.12,-116.88,13.28,4.897,,,,Pleistocene,2nd Terrace,20.75,11.48,0.55,,,,,0,0,0,0,0,0,0,0,0,0,
1966,LACM-M-IP,8222.6,,Southern California Bight,Baja California,NBC,La Mision,,,,,32.12,-116.88,13.28,4.897,,,,Pleistocene,2nd Terrace,27.6,15.8,0.57,,,,,0,0,0,0,0,0,0,0,0,0,
1967,LACM-M-IP,8222.6,,Southern California Bight,Baja California,NBC,La Mision,,,,,32.12,-116.88,13.28,4.897,,,,Pleistocene,2nd Terrace,20.23,11.89,0.59,,,,,0,0,0,0,0,0,0,0,0,0,
1927,LACM-M-IP,22715.4,,Southern California Bight,Baja California,NBC,Rosarito Beach,,,,,32.3,-117.02,13.35,5.0099,,,,Pleistocene,Quaternary terrace,18.49,10.01,0.54,,,,,0,0,0,0,0,0,0,0,0,0,
1928,LACM-M-IP,22715.4,,Southern California Bight,Baja California,NBC,Rosarito Beach,,,,,32.3,-117.02,13.35,5.0099,,,,Pleistocene,Quaternary terrace,14.48,8.22,0.57,,,,,0,0,0,0,0,0,0,0,0,0,
1929,LACM-M-IP,22715.4,,Southern California Bight,Baja California,NBC,Rosarito Beach,,,,,32.3,-117.02,13.35,5.0099,,,,Pleistocene,Quaternary terrace,18,10.27,0.57,,,,,0,0,0,0,0,0,0,0,0,0,
1930,LACM-M-IP,22715.4,,Southern California Bight,Baja California,NBC,Rosarito Beach,,,,,32.3,-117.02,13.35,5.0099,,,,Pleistocene,Quaternary terrace,13.92,8.13,0.58,,,,,0,0,0,0,0,0,0,0,0,0,
1931,LACM-M-IP,22715.4,,Southern California Bight,Baja California,NBC,Rosarito Beach,,,,,32.3,-117.02,13.35,5.0099,,,,Pleistocene,Quaternary terrace,17.67,10.5,0.59,,,,,0,0,0,0,0,0,0,0,0,0,
1932,LACM-M-IP,22716.4,,Southern California Bight,Baja California,NBC,Rosarito Beach,,,,,32.3,-117.02,13.35,5.0099,,,,Pleistocene,Quaternary terrace,13.67,7.41,0.54,,,,,0,0,0,0,0,0,0,0,0,0,
1933,LACM-M-IP,22716.4,,Southern California Bight,Baja California,NBC,Rosarito Beach,,,,,32.3,-117.02,13.35,5.0099,,,,Pleistocene,Quaternary terrace,12.49,6.87,0.55,,,,,0,0,0,0,0,0,0,0,0,0,
1934,LACM-M-IP,22716.4,,Southern California Bight,Baja California,NBC,Rosarito Beach,,,,,32.3,-117.02,13.35,5.0099,,,,Pleistocene,Quaternary terrace,13.52,7.54,0.56,,,,,0,0,0,0,0,0,0,0,0,0,
1935,LACM-M-IP,22716.4,,Southern California Bight,Baja California,NBC,Rosarito Beach,,,,,32.3,-117.02,13.35,5.0099,,,,Pleistocene,Quaternary terrace,13.72,7.7,0.56,,,,,0,0,0,0,0,0,0,0,0,0,
1936,LACM-M-IP,22716.4,,Southern California Bight,Baja California,NBC,Rosarito Beach,,,,,32.3,-117.02,13.35,5.0099,,,,Pleistocene,Quaternary terrace,13.67,7.77,0.57,,,,,0,0,0,0,0,0,0,0,0,0,
1937,LACM-M-IP,22716.5,,Southern California Bight,Baja California,NBC,Rosarito Beach,,,,,32.3,-117.02,13.35,5.0099,,,,Pleistocene,Quaternary terrace,19.86,10.09,0.51,,,,,0,0,0,0,0,0,0,0,0,0,
1938,LACM-M-IP,22716.5,,Southern California Bight,Baja California,NBC,Rosarito Beach,,,,,32.3,-117.02,13.35,5.0099,,,,Pleistocene,Quaternary terrace,20.64,11.05,0.54,,,,,0,0,0,0,0,0,0,0,0,0,
1939,LACM-M-IP,22716.5,,Southern California Bight,Baja California,NBC,Rosarito Beach,,,,,32.3,-117.02,13.35,5.0099,,,,Pleistocene,Quaternary terrace,18.58,10.07,0.54,,,,,0,0,0,0,0,0,0,0,0,0,
1940,LACM-M-IP,22716.5,,Southern California Bight,Baja California,NBC,Rosarito Beach,,,,,32.3,-117.02,13.35,5.0099,,,,Pleistocene,Quaternary terrace,15.86,8.99,0.57,,,,,0,0,0,0,0,0,0,0,0,0,
1941,LACM-M-IP,22716.5,,Southern California Bight,Baja California,NBC,Rosarito Beach,,,,,32.3,-117.02,13.35,5.0099,,,,Pleistocene,Quaternary terrace,14.05,8.03,0.57,,,,,0,0,0,0,0,0,0,0,0,0,
1795,LACM-M-IP,40880.52,,Southern California Bight,Los Angeles,NLA,Playa del Ray,,,Los Angeles,,33.96,-118.42,13.46,6.3629,,,,Pleistocene,Quaternary terrace,15.22,7.28,0.48,,,,,0,0,0,0,0,0,0,0,1,0,
1796,LACM-M-IP,40880.52,,Southern California Bight,Los Angeles,NLA,Playa del Ray,,,Los Angeles,,33.96,-118.42,13.46,6.3629,,,,Pleistocene,Quaternary terrace,17.34,9.01,0.52,,,,,0,0,0,0,0,0,0,0,0,0,
1797,LACM-M-IP,40880.52,,Southern California Bight,Los Angeles,NLA,Playa del Ray,,,Los Angeles,,33.96,-118.42,13.46,6.3629,,,,Pleistocene,Quaternary terrace,17.14,9.01,0.53,,,,,0,0,0,0,0,0,0,0,0,0,
1798,LACM-M-IP,40880.52,,Southern California Bight,Los Angeles,NLA,Playa del Ray,,,Los Angeles,,33.96,-118.42,13.46,6.3629,,,,Pleistocene,Quaternary terrace,18.45,9.71,0.53,,,,,0,0,0,0,0,0,0,0,0,0,
1799,LACM-M-IP,40880.52,,Southern California Bight,Los Angeles,NLA,Playa del Ray,,,Los Angeles,,33.96,-118.42,13.46,6.3629,,,,Pleistocene,Quaternary terrace,10.8,5.72,0.53,,,,,0,0,0,0,0,0,0,0,0,0,
1800,LACM-M-IP,40880.52,,Southern California Bight,Los Angeles,NLA,Playa del Ray,,,Los Angeles,,33.96,-118.42,13.46,6.3629,,,,Pleistocene,Quaternary terrace,14.89,7.95,0.53,,,,,0,0,0,0,0,0,0,0,0,0,
1801,LACM-M-IP,40880.52,,Southern California Bight,Los Angeles,NLA,Playa del Ray,,,Los Angeles,,33.96,-118.42,13.46,6.3629,,,,Pleistocene,Quaternary terrace,23.53,12.66,0.54,,,,,0,0,0,0,0,0,0,0,0,0,
1802,LACM-M-IP,40880.52,,Southern California Bight,Los Angeles,NLA,Playa del Ray,,,Los Angeles,,33.96,-118.42,13.46,6.3629,,,,Pleistocene,Quaternary terrace,14.82,8,0.54,,,,,0,0,0,0,0,0,0,0,0,0,
1803,LACM-M-IP,40880.52,,Southern California Bight,Los Angeles,NLA,Playa del Ray,,,Los Angeles,,33.96,-118.42,13.46,6.3629,,,,Pleistocene,Quaternary terrace,19.15,10.5,0.55,,,,,0,0,0,0,0,0,0,0,0,0,
1804,LACM-M-IP,40880.52,,Southern California Bight,Los Angeles,NLA,Playa del Ray,,,Los Angeles,,33.96,-118.42,13.46,6.3629,,,,Pleistocene,Quaternary terrace,15.43,8.47,0.55,,,,,0,0,0,0,0,0,0,0,0,0,
1805,LACM-M-IP,40880.52,,Southern California Bight,Los Angeles,NLA,Playa del Ray,,,Los Angeles,,33.96,-118.42,13.46,6.3629,,,,Pleistocene,Quaternary terrace,15.07,8.35,0.55,,,,,0,0,0,0,0,0,0,0,0,0,
1806,LACM-M-IP,40880.52,,Southern California Bight,Los Angeles,NLA,Playa del Ray,,,Los Angeles,,33.96,-118.42,13.46,6.3629,,,,Pleistocene,Quaternary terrace,15.8,8.8,0.56,,,,,0,0,0,0,0,0,0,0,0,0,
1807,LACM-M-IP,40880.52,,Southern California Bight,Los Angeles,NLA,Playa del Ray,,,Los Angeles,,33.96,-118.42,13.46,6.3629,,,,Pleistocene,Quaternary terrace,15.51,8.65,0.56,,,,,0,0,0,0,0,0,0,0,0,0,
1808,LACM-M-IP,40880.52,,Southern California Bight,Los Angeles,NLA,Playa del Ray,,,Los Angeles,,33.96,-118.42,13.46,6.3629,,,,Pleistocene,Quaternary terrace,21.22,11.96,0.56,,,,,0,0,0,0,0,0,0,0,0,0,
1729,LACM-M-IP,41670.63,,Southern California Bight,Santa Barbara,SB,Santa Barbara: Rincon ,,,Santa Barbara,,34.38,-119.48,12.24,4.4505,,,,Pleistocene,Santa Barbara Fm,17.16,9.46,0.55,,,,,0,0,0,0,0,0,0,0,0,0,
1730,LACM-M-IP,41670.63,,Southern California Bight,Santa Barbara,SB,Santa Barbara: Rincon ,,,Santa Barbara,,34.38,-119.48,12.24,4.4505,,,,Pleistocene,Santa Barbara Fm,13.68,7.62,0.56,,,,,0,0,0,0,0,0,0,0,0,0,
1731,LACM-M-IP,41670.63,,Southern California Bight,Santa Barbara,SB,Santa Barbara: Rincon ,,,Santa Barbara,,34.38,-119.48,12.24,4.4505,,,,Pleistocene,Santa Barbara Fm,15,8.4,0.56,,,,,0,0,0,0,0,0,0,0,0,0,
1732,LACM-M-IP,41670.63,,Southern California Bight,Santa Barbara,SB,Santa Barbara: Rincon ,,,Santa Barbara,,34.38,-119.48,12.24,4.4505,,,,Pleistocene,Santa Barbara Fm,26.25,15.13,0.58,,,,,0,0,0,0,0,0,0,0,0,0,
1733,LACM-M-IP,41670.63,,Southern California Bight,Santa Barbara,SB,Santa Barbara: Rincon ,,,Santa Barbara,,34.38,-119.48,12.24,4.4505,,,,Pleistocene,Santa Barbara Fm,13.23,7.68,0.58,,,,,0,0,0,0,0,0,0,0,0,0,
1734,LACM-M-IP,5868.1,,Southern California Bight,Santa Barbara,SB,Santa Barbara: Rincon ,,,Santa Barbara,,34.38,-119.48,12.24,4.4505,,,,Pleistocene,Santa Barbara Fm,16.59,9.05,0.55,,,,,0,0,0,0,0,0,0,0,0,0,
