"Specimen_Number","Collection","Lot_Number","Collector","Ecoregion","County","Coastal_Proximity","Location","Site","SoCal_Group","Island_Size","Latitude","Longitude","Epoch","Formation","Decade","Year","Season","Month","Mean_SST","Mean_SST_Sdev","Length_mm","Width_mm","Geometric_Mean","Globosity_WoverL","Aperture_mm","Thickness_mm","Habitat","Depth","BRY","BAR","LMP","TWS","COR","ALG","SCR","BOR_TAP","BOR_STR","BOR_INC","mean_pvolc3","sd_pvolc3","zooplankton_n_points_used","zooplankton_mean_distance","fish_total_catch_wt_kg","fish_cpue_kg_per_ha_der","sd_total_catch_wt_kg","sd_cpue_kg_per_ha_der","fish_n_points_used","fish_mean_distance","Population_Density","Population_Density_NoBaja","MPA","Image_url"
3818,"iNat","iNat_54797275",NA,"Southern California Bight","San Diego","Coastal","SD",NA,NA,NA,32.86145152,-117.2580624,"Anthropocene",NA,2020,2020,"Summer",7,NA,NA,22.2,14.6,18.0033330247485,0.657657657657658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3819,"iNat","iNat_54797276",NA,"Southern California Bight","San Diego","Coastal","SD",NA,NA,NA,32.86145152,-117.2580624,"Anthropocene",NA,2020,2020,"Summer",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3820,"iNat","iNat_54797292",NA,"Southern California Bight","San Diego","Coastal","SD",NA,NA,NA,32.86145152,-117.2580624,"Anthropocene",NA,2020,2020,"Summer",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3821,"iNat","iNat_56257337",NA,"Southern California Bight","San Diego","Coastal","SD",NA,NA,NA,32.85783822,-117.2611962,"Anthropocene",NA,2020,2020,"Summer",8,NA,NA,27,14.3,19.6494274725754,0.52962962962963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3822,"iNat","iNat_56976521",NA,"Southern California Bight","San Diego","Coastal","SD",NA,NA,NA,32.85709019,-117.2617863,"Anthropocene",NA,2020,2020,"Summer",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3823,"iNat","iNat_57685671",NA,"Southern California Bight","San Diego","Coastal","SD",NA,NA,NA,32.85852563,-117.2614868,"Anthropocene",NA,2020,2020,"Summer",8,NA,NA,30,16.1,21.9772609758359,0.536666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3824,"iNat","iNat_57981714",NA,"Southern California Bight","San Diego","Coastal","SD",NA,NA,NA,32.85706315,-117.2615825,"Anthropocene",NA,2020,2020,"Summer",8,NA,NA,35.9,19.7,26.5937962690549,0.54874651810585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3825,"iNat","iNat_61542571",NA,"Southern California Bight","San Diego","Coastal","SD",NA,NA,NA,32.85627906,-117.2622477,"Anthropocene",NA,2020,2020,"Fall",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3826,"iNat","iNat_71519718",NA,"Southern California Bight","San Diego","Coastal","SD",NA,NA,NA,32.85204471,-117.2705043,"Anthropocene",NA,2020,2021,"Spring",3,NA,NA,31.9,16.4,22.8726911403097,0.5141065830721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3827,"iNat","iNat_86732969",NA,"Southern California Bight","San Diego","Coastal","SD",NA,NA,NA,32.84114716,-117.2821978,"Anthropocene",NA,2020,2021,"Summer",7,NA,NA,39.9,16.2,25.424004405286,0.406015037593985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3828,"iNat","iNat_103294217",NA,"Southern California Bight","San Diego","Coastal","SD",NA,NA,NA,32.8432464,-117.2818114,"Anthropocene",NA,2020,2021,"Winter",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3829,"iNat","iNat_105087100",NA,"Southern California Bight","Ventura","Coastal","VEN",NA,NA,NA,34.40598363,-119.8787298,"Anthropocene",NA,2020,2022,"Winter",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3830,"iNat","iNat_221641775",NA,"Southern California Bight","San Diego","Coastal","SD",NA,NA,NA,32.84081668,-117.2820473,"Anthropocene",NA,2020,2024,"Summer",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3831,"iNat","iNat_224507127",NA,"Southern California Bight","San Diego","Coastal","SD",NA,NA,NA,32.87273158,-117.2520284,"Anthropocene",NA,2020,2024,"Summer",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3832,"iNat","iNat_224561850",NA,"Southern California Bight","San Diego","Coastal","SD",NA,NA,NA,32.87153333,-117.2535033,"Anthropocene",NA,2020,2024,"Summer",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3833,"iNat","iNat_231023231",NA,"Southern California Bight","San Diego","Coastal","SD",NA,NA,NA,32.84462529,-117.2796014,"Anthropocene",NA,2020,2024,"Summer",7,NA,NA,17.3,10.2,13.2838247504249,0.589595375722543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3834,"iNat","iNat_231026208",NA,"Southern California Bight","Ventura","Coastal","VEN",NA,NA,NA,34.03729768,-118.6076474,"Anthropocene",NA,2020,2024,"Summer",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3835,"iNat","iNat_231026216",NA,"Southern California Bight","Ventura","Coastal","VEN",NA,NA,NA,34.03729768,-118.6076474,"Anthropocene",NA,2020,2024,"Summer",7,NA,NA,30.9,15.4,21.8142155485821,0.498381877022654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3836,"iNat","iNat_231026241",NA,"Southern California Bight","Ventura","Coastal","VEN",NA,NA,NA,34.03729768,-118.6076474,"Anthropocene",NA,2020,2024,"Summer",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3837,"iNat","iNat_231645962",NA,"Southern California Bight","San Diego","Coastal","SD",NA,NA,NA,32.74702001,-117.254253,"Anthropocene",NA,2020,2024,"Summer",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3838,"iNat","iNat_247951216",NA,"Southern California Bight","San Diego","Coastal","SD",NA,NA,NA,32.87243745,-117.2525063,"Anthropocene",NA,2020,2024,"Fall",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3839,"iNat","iNat_248075728",NA,"Southern California Bight","San Diego","Coastal","SD",NA,NA,NA,32.95374481,-117.2671554,"Anthropocene",NA,2020,2024,"Fall",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3840,"iNat","iNat_288808535",NA,"Southern California Bight","San Diego","Coastal","SD",NA,NA,NA,32.8411111,-117.2816667,"Anthropocene",NA,2020,2025,"Summer",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3841,"iNat","iNat_294114148",NA,"Southern California Bight","San Diego","Coastal","SD",NA,NA,NA,32.8411111,-117.2816667,"Anthropocene",NA,2020,2025,"Summer",6,NA,NA,27.7,14.7,20.1789494275594,0.530685920577617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3842,"iNat","iNat_305806929",NA,"Southern California Bight","San Diego","Coastal","SD",NA,NA,NA,32.8411111,-117.2816667,"Anthropocene",NA,2020,2025,"Summer",8,NA,NA,17.2,9.7,12.916655913974,0.563953488372093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3843,"iNat","iNat_309104316",NA,"Southern California Bight","San Diego","Coastal","SD",NA,NA,NA,32.8411111,-117.2816667,"Anthropocene",NA,2020,2025,"Summer",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3844,"iNat","iNat_319203803",NA,"Southern California Bight","San Diego","Coastal","SD",NA,NA,NA,32.8411111,-117.2816667,"Anthropocene",NA,2020,2025,"Fall",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3845,"iNat","iNat_319203806",NA,"Southern California Bight","San Diego","Coastal","SD",NA,NA,NA,32.8411111,-117.2816667,"Anthropocene",NA,2020,2025,"Fall",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3846,"iNat","iNat_319203807",NA,"Southern California Bight","San Diego","Coastal","SD",NA,NA,NA,32.8411111,-117.2816667,"Anthropocene",NA,2020,2025,"Fall",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3847,"iNat","iNat_104726716",NA,"Southern California Bight","Orange","Coastal","ORA",NA,NA,NA,33.44194793,-118.4983215,"Anthropocene",NA,2020,2022,"Winter",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3848,"iNat","iNat_255137679",NA,"Northern California","Monterey","Coastal","Mon",NA,NA,NA,36.63729621,-121.9363808,"Anthropocene",NA,2020,2024,"Winter",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3849,"iNat","iNat_265450067",NA,"Northern California","Monterey","Coastal","Mon",NA,NA,NA,36.52800824,-121.9257407,"Anthropocene",NA,2020,2025,"Spring",3,NA,NA,18.3,9.7,13.3232878825011,0.530054644808743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3850,"iNat","iNat_266802561",NA,"Northern California","Monterey","Coastal","Mon",NA,NA,NA,36.61468718,-121.9454309,"Anthropocene",NA,2020,2025,"Spring",3,NA,NA,17,10,13.0384048104053,0.588235294117647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3851,"iNat","iNat_266802689",NA,"Northern California","Monterey","Coastal","Mon",NA,NA,NA,36.6128984,-121.9466526,"Anthropocene",NA,2020,2025,"Spring",3,NA,NA,17.9,10.4,13.6440463206484,0.581005586592179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3852,"iNat","iNat_281063349",NA,"Northern California","Monterey","Coastal","Mon",NA,NA,NA,36.63808263,-121.9374863,"Anthropocene",NA,2020,2025,"Spring",5,NA,NA,23.1,14.9,18.5523583406531,0.645021645021645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3853,"iNat","iNat_287166370",NA,"Northern California","Monterey","Coastal","Mon",NA,NA,NA,36.63828256,-121.9378689,"Anthropocene",NA,2020,2025,"Summer",6,NA,NA,21,11.8,15.7416644609139,0.561904761904762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3854,"iNat","iNat_287166486",NA,"Northern California","Monterey","Coastal","Mon",NA,NA,NA,36.63821718,-121.937349,"Anthropocene",NA,2020,2025,"Summer",6,NA,NA,27,12.8,18.5903200617956,0.474074074074074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3855,"iNat","iNat_107747489",NA,"Southern California Bight","Baja California","Coastal","Baj",NA,NA,NA,31.89706333,-116.712905,"Anthropocene",NA,2020,2022,"Winter",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3856,"iNat","iNat_226322733",NA,"Northern California","Monterey","Coastal","Mon",NA,NA,NA,36.60975,-121.8942694,"Anthropocene",NA,2020,2024,"Summer",6,NA,NA,12,6.4,8.76356092008266,0.533333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3857,"iNat","iNat_236923847",NA,"Northern California","Monterey","Coastal","Mon",NA,NA,NA,36.52051667,-121.9405972,"Anthropocene",NA,2020,2024,"Summer",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3858,"iNat","iNat_257798797",NA,"Northern California","Monterey","Coastal","Mon",NA,NA,NA,36.60978333,-121.8942167,"Anthropocene",NA,2020,2025,"Winter",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3859,"iNat","iNat_313484300",NA,"Northern California","Monterey","Coastal","Mon",NA,NA,NA,36.52054327,-121.939805,"Anthropocene",NA,2020,2025,"Fall",9,NA,NA,21.7,12.2,16.2708327998293,0.56221198156682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3860,"iNat","iNat_180078355",NA,"Southern California Bight","Los Angeles","Coastal","LA",NA,NA,NA,33.60893333,-117.9256133,"Anthropocene",NA,2020,2023,"Summer",8,NA,NA,17.5,10.3,13.4257215820976,0.588571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3861,"iNat","iNat_243451943",NA,"Southern California Bight","Los Angeles","Coastal","LA",NA,NA,NA,33.58958063,-117.8693243,"Anthropocene",NA,2020,2024,"Fall",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3862,"iNat","iNat_243527296",NA,"Southern California Bight","Los Angeles","Coastal","LA",NA,NA,NA,33.58931096,-117.8686468,"Anthropocene",NA,2020,2024,"Fall",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3863,"iNat","iNat_28822337",NA,"Southern California Bight","Ventura","Coastal","VEN",NA,NA,NA,34.46333124,-120.1016119,"Anthropocene",NA,2010,2019,"Summer",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3864,"iNat","iNat_30586210",NA,"Southern California Bight","Ventura","Coastal","VEN",NA,NA,NA,34.46153468,-120.0670026,"Anthropocene",NA,2010,2019,"Summer",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3865,"iNat","iNat_51768346",NA,"Southern California Bight","Ventura","Coastal","VEN",NA,NA,NA,34.04709549,-119.5450013,"Anthropocene",NA,2020,2020,"Summer",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3866,"iNat","iNat_166690954",NA,"Southern California Bight","Ventura","Coastal","VEN",NA,NA,NA,34.45998793,-120.0643405,"Anthropocene",NA,2020,2023,"Summer",6,NA,NA,21.1,13,16.5620047095755,0.616113744075829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3867,"iNat","iNat_167954050",NA,"Southern California Bight","Ventura","Coastal","VEN",NA,NA,NA,34.46275481,-120.1016533,"Anthropocene",NA,2020,2023,"Summer",6,NA,NA,11.4,6.2,8.40713982279348,0.543859649122807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3868,"iNat","iNat_171793927",NA,"Southern California Bight","Ventura","Coastal","VEN",NA,NA,NA,34.01476416,-119.4198243,"Anthropocene",NA,2020,2023,"Summer",7,NA,NA,26.2,15.8,20.3460069792576,0.603053435114504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3869,"iNat","iNat_66512449",NA,"Northern California","Monterey","Coastal","Mon",NA,NA,NA,37.16282458,-122.3801535,"Anthropocene",NA,2020,2020,"Winter",12,NA,NA,17.9,10.4,13.6440463206484,0.581005586592179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3870,"iNat","iNat_131158598",NA,"Southern California Bight","San Diego","Coastal","SD",NA,NA,NA,32.84778465,-117.2785818,"Anthropocene",NA,2020,2022,"Summer",8,NA,NA,11.6,7.5,9.32737905308882,0.646551724137931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3871,"iNat","iNat_131158598",NA,"Southern California Bight","San Diego","Coastal","SD",NA,NA,NA,32.84778465,-117.2785818,"Anthropocene",NA,2020,2022,"Summer",8,NA,NA,14.3,8.3,10.8944940222114,0.58041958041958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3872,"iNat","iNat_131158598",NA,"Southern California Bight","San Diego","Coastal","SD",NA,NA,NA,32.84778465,-117.2785818,"Anthropocene",NA,2020,2022,"Summer",8,NA,NA,16.8,9.7,12.7655787177864,0.577380952380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3873,"iNat","iNat_26957091",NA,"Southern California Bight","Ventura","Coastal","VEN",NA,NA,NA,34.03914551,-118.9357167,"Anthropocene",NA,2010,2014,"Spring",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3874,"iNat","iNat_70010199",NA,"Southern California Bight","Ventura","Coastal","VEN",NA,NA,NA,34.0140925,-119.3851408,"Anthropocene",NA,2010,2014,"Spring",3,NA,NA,29.8,17.4,22.7710342321116,0.583892617449664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3875,"iNat","iNat_101531145",NA,"Southern California Bight","Ventura","Coastal","VEN",NA,NA,NA,34.04201352,-118.9348795,"Anthropocene",NA,2010,2016,"Winter",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3876,"iNat","iNat_148473399",NA,"Northern California","Santa Barbara","Coastal","SB",NA,NA,NA,35.45816333,-120.965805,"Anthropocene",NA,2020,2023,"Winter",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3877,"iNat","iNat_199407526",NA,"Northern California","Santa Barbara","Coastal","SB",NA,NA,NA,35.45828833,-120.9658883,"Anthropocene",NA,2020,2024,"Winter",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3878,"iNat","iNat_302234834",NA,"Southern California Bight","San Diego","Coastal","SD",NA,NA,NA,32.67860179,-117.1799238,"Anthropocene",NA,2020,2025,"Summer",7,NA,NA,7.9,4.3,5.82837884835912,0.544303797468354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3879,"iNat","iNat_302881849",NA,"Southern California Bight","San Diego","Coastal","SD",NA,NA,NA,32.84147834,-117.28183,"Anthropocene",NA,2020,2025,"Summer",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3880,"iNat","iNat_261188957",NA,"Northern California","Monterey","Coastal","Mon",NA,NA,NA,36.62703,-121.9404967,"Anthropocene",NA,2020,2025,"Winter",2,NA,NA,12.1,6.4,8.8,0.528925619834711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3881,"iNat","iNat_268799843",NA,"Northern California","Monterey","Coastal","Mon",NA,NA,NA,36.62723,-121.9404617,"Anthropocene",NA,2020,2025,"Spring",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3882,"iNat","iNat_268799969",NA,"Northern California","Monterey","Coastal","Mon",NA,NA,NA,36.62703333,-121.9405667,"Anthropocene",NA,2020,2025,"Spring",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3883,"iNat","iNat_277137990",NA,"Northern California","Monterey","Coastal","Mon",NA,NA,NA,36.63838,-121.9381783,"Anthropocene",NA,2020,2025,"Spring",4,NA,NA,11.7,6.2,8.51704173994703,0.52991452991453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3884,"iNat","iNat_285092513",NA,"Northern California","Monterey","Coastal","Mon",NA,NA,NA,36.63803833,-121.9378133,"Anthropocene",NA,2020,2025,"Spring",5,NA,NA,17.1,11.1,13.777155003846,0.649122807017544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3885,"iNat","iNat_285390176",NA,"Northern California","Monterey","Coastal","Mon",NA,NA,NA,36.63845833,-121.93823,"Anthropocene",NA,2020,2025,"Spring",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3886,"iNat","iNat_114043624",NA,"Southern California Bight","Orange","Coastal","ORA",NA,NA,NA,33.409855,-118.3773583,"Anthropocene",NA,2020,2022,"Spring",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3887,"iNat","iNat_26898552",NA,"Southern California Bight","Los Angeles","Coastal","LA",NA,NA,NA,33.57973,-117.853775,"Anthropocene",NA,2010,2019,"Summer",6,NA,NA,9.7,5.7,7.43572457800852,0.587628865979381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
