"Specimen_Number","Collection","Lot_Number","Collector","Ecoregion","County","Coastal_Proximity","Location","Site","SoCal_Group","Island_Size","Latitude","Longitude","Epoch","Formation","Decade","Year","Season","Month","Mean_SST","Mean_SST_Sdev","Length_mm","Width_mm","Geometric_Mean","Globosity_WoverL","Aperture_mm","Thickness_mm","Habitat","Depth","BRY","BAR","LMP","TWS","COR","ALG","SCR","BOR_TAP","BOR_STR","BOR_INC","mean_pvolc3","sd_pvolc3","zooplankton_n_points_used","zooplankton_mean_distance","fish_total_catch_wt_kg","fish_cpue_kg_per_ha_der","sd_total_catch_wt_kg","sd_cpue_kg_per_ha_der","fish_n_points_used","fish_mean_distance","Population_Density","Population_Density_NoBaja","MPA","Image_url","Data_Type"
1697,"LACM-M","41-40.8","Velero III","Southern California Bight","Baja California","Off Shore","SBC","Dewey Channel, opposite Punta San Eugenio",NA,NA,27.83,-115.1,"Holocene",NA,1940,1941,"Winter",2,19.52831475,1.936981715,19.72,11.25,14.8946299047677,0.570486815415822,2.34,0.27,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.018349648,NA,"no",NA,"Museum/Field"
1828,"LACM-M-IP","12608.6",NA,"Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Portugese Bend","Los Angeles",NA,33.73,-118.35,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,13.21,5.911,12.56,6.92,9.32283218769919,0.550955414012739,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
1486,"LACM-M","40-139.2","Velero III","Southern California Bight","Los Angeles","Coastal","LA","Long Beach: South of ","Los Angeles",NA,33.68,-118.2,"Holocene",NA,1940,1940,"Spring",6,16.74628806,1.192287243,33.02,20.14,25.7880359857047,0.609933373712901,4.82,0.6,"sand","subtidal",0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
1251,"LACM-M","41-72.2","Velero III","Northern California","Santa Barbara","Off Shore","SRI","Santa Rosa Island: East of South Point","National Park","Large",33.89,-120,"Holocene",NA,1940,1940,"Spring",4,16.24526834,1.428706639,22.98,13.16,17.3901351346101,0.572671888598782,3.25,0.4,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.812170029,9.812170029,"no",NA,"Museum/Field"
1137,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,18.59,11.36,14.5321161569814,0.611081226465842,2.6,0.41,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
1750,"LACM-M-IP","5868.8",NA,"Southern California Bight","Santa Barbara","Coastal","SB","Santa Barbara: Rincon ","Santa Barbara",NA,34.38,-119.48,"Pleistocene","Santa Barbara Fm",NA,NA,NA,NA,12.24,4.4505,23.99,13.05,17.6937700900628,0.543976656940392,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
2313,"PR","1 atm Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92041636,2.114710079,20.5,11,15.0166574176812,0.536585365853659,3,0.4,"sand","intertidal",1,NA,0,0,0,0,1,0,0,0,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
1241,"LACM-M","41-72.2","Velero III","Northern California","Santa Barbara","Off Shore","SRI","Santa Rosa Island: East of South Point","National Park","Large",33.89,-120,"Holocene",NA,1940,1940,"Spring",4,16.24526834,1.428706639,15.95,9.96,12.6040469691286,0.624451410658307,2.44,0.2,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.812170029,9.812170029,"no",NA,"Museum/Field"
2636,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,18,9,12.7279220613579,0.5,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
2176,"MCZ","323185","Strong","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.6,-117.9,"Holocene",NA,1940,1941,NA,NA,17.53284725,1.738154979,8.75,4.92,6.5612498809297,0.562285714285714,0.87,0.5,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.89210033,15.89210033,"no",NA,"Museum/Field"
1589,"LACM-M","41-49.5","Velero III","Southern California Bight","Ventura","Off Shore","ANA","Ancapa Island: Southwest of","National Park","Small",34,-119.46,"Holocene",NA,1940,1941,"Winter",3,16.64611991,1.507044163,14.31,9.22,11.4864354784241,0.644304682040531,2.16,0.18,"rocky reef or intertidal","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.816217005,0.816217005,"no",NA,"Museum/Field"
855,"LACM-M","66333","Wilkins","Southern California Bight","Orange","Coastal","LA","Long Beach: Seal Beach","Los Angeles",NA,33.75,-118.12,"Anthropocene",NA,1970,1970,"Winter",2,15.99603844,1.37240767,18.81,10.89,14.312263971853,0.578947368421053,2.34,0.39,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019.560059,2019.560059,"no",NA,"Museum/Field"
2850,"SBNHM","368643","Chaney","Northern California","Santa Barbara","Coastal","SB","Santa Barbara: Summerland","Santa Barbara",NA,34.42,-119.58,"Anthropocene",NA,1960,1969,"Spring",6,15.41581,1.473795,17.13,9.64,12.8504163356679,0.562755399883246,2.12,0.28,NA,"deep",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
1840,"LACM-M-IP","12608.6",NA,"Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Portugese Bend","Los Angeles",NA,33.73,-118.35,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,13.21,5.911,8.16,4.88,6.31037241373281,0.598039215686274,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
756,"LACM-M","65-3.3","Velero III","Southern California Bight","Los Angeles","Coastal","LA","Los Angeles: Harbor Light","Los Angeles",NA,33.68,-118.24,"Anthropocene",NA,1960,1965,"Winter",2,16.46534284,1.973515681,22.44,11.84,16.2999877300567,0.527629233511586,2.57,0.95,"gravel","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
1721,"LACM-M-IP","41659.3",NA,"Southern California Bight","Santa Barbara","Coastal","SB","Santa Barbara General Hospital","Santa Barbara",NA,34.45,-119.78,"Pleistocene","Santa Barbara Fm",NA,NA,NA,NA,11.99,4.3976,20.5,11.01,15.02348162045,0.537073170731707,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
1654,"LACM-M","41-162.1","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: White Cove","CAT","Large",33.39,-118.35,"Holocene",NA,1940,1941,"Summer",8,17.33746147,1.693154134,25.78,15.14,19.7562445824099,0.587276958882855,3.68,0.55,"sand","subtidal",1,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
1967,"LACM-M-IP","8222.6",NA,"Southern California Bight","Baja California","Coastal","NBC","La Mision",NA,NA,32.12,-116.88,"Pleistocene","2nd Terrace",NA,NA,NA,NA,13.28,4.897,20.23,11.89,15.509181151821,0.587740978744439,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
1675,"LACM-M","41-187.4","Velero III","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: East of White Cove","CAT","Large",33.39,-118.35,"Holocene",NA,1940,1941,"Fall",11,17.33746147,1.693154134,24.86,14.76,19.1555109563802,0.593724859211585,3.67,0.61,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
2072,"MCZ","326454","Fackenthall","Northern California","Monterey","Coastal","MO","Monterey: Del Monte",NA,NA,36.6,-121.88,"Holocene",NA,1910,1911,NA,NA,13.40264082,1.68916158,23.73,12.15,16.9799734982125,0.512010113780025,2.17,0.91,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79776001,2.79776001,"no",NA,"Museum/Field"
1367,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,13.98,8.38,10.823696226336,0.599427753934192,2.01,0.41,NA,"subtidal",0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA,"Museum/Field"
1012,"LACM-M","1986-244.7","Veal","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Pebbly Beach","CAT","Large",33.34,-118.31,"Anthropocene",NA,1980,1986,"Fall",12,16.60578513,1.355886189,21.3,11.96,15.9608270462404,0.56150234741784,2.12,0.85,NA,NA,0,0,0,0,0,0,0,0,0,0,164.6137667,720.8944423,523,1.998457306,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
828,"LACM-M","69-31.5","McLean","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Ironbound Bay","CAT","Large",33.45,-118.58,"Anthropocene",NA,1960,1969,"Summer",8,16.28703705,1.464510707,8.51,5.16,6.6265828297849,0.606345475910693,2.13,0.12,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
591,"LACM-M","66336","Crow","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1950,1958,"Winter",1,17.50989906,1.581642505,17.94,10.67,13.8354544558536,0.594760312151616,2.53,0.44,NA,NA,0,1,0,0,1,1,0,0,0,0,53.31721195,56.48263558,703,3.769319445,NA,NA,NA,NA,NA,NA,0.289864987,0.289864987,"no",NA,"Museum/Field"
1750,"LACM-M-IP","5868.8",NA,"Southern California Bight","Santa Barbara","Coastal","SB","Santa Barbara: Rincon ","Santa Barbara",NA,34.38,-119.48,"Pleistocene","Santa Barbara Fm",NA,NA,NA,NA,12.24,4.4505,23.99,13.05,17.6937700900628,0.543976656940392,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
2774,"SBNHM","98176","Baxter","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.85,-118.4,"Anthropocene",NA,1950,1958,"Spring",5,17.5099,1.581643,33.83,20.52,26.3475160119507,0.606562222879101,4.22,1.22,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1392.880005,1392.880005,"no",NA,"Museum/Field"
2697,"PR","WT Gland","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",6,17.92042,2.11471,23,12.5,16.9558249578132,0.543478260869565,3,0.3,"sand","intertidal",1,NA,0,0,0,0,0,0,0,0,177.75,195.94,16,1.067755,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
107,"CAS","217510","Smith","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Blue Cavern Point","CAT","Large",33.45,-118.48,"Holocene",NA,1900,1901,NA,NA,16.00703629,1.659065137,15.49,9.65,12.2261400286435,0.622982569399613,2.29,0.25,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
946,"LACM-M","73-9.4","McLean","Northern California","Santa Barbara","Off Shore","SRI","Santa Rosa Island: Nine Fathom Bank","National Park","Large",33.92,-119.96,"Anthropocene",NA,1970,1973,"Spring",6,14.76105968,1.135799585,9.62,6.11,7.6666942028491,0.635135135135135,1.13,0.36,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.536799908,7.536799908,"no",NA,"Museum/Field"
191,"CAS","185180","Smith","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.59,-117.88,"Holocene",NA,1910,1911,NA,NA,15.59793973,2.127915209,21.08,11.43,15.5223838375425,0.542220113851992,2.79,0.51,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.143640041,1.143640041,"no",NA,"Museum/Field"
1558,"LACM-M","41-75.6","Velero III","Southern California Bight","Santa Barbara","Off Shore","SCZI","Santa Cruz Island: Southeast of Smugglers Cove","National Park","Large",34.01,-119.53,"Holocene",NA,1940,1941,"Spring",4,16.64611991,1.507044163,14.09,8.31,10.8207162424675,0.589779985805536,2.08,0.32,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.793631017,0.793631017,"no",NA,"Museum/Field"
1492,"LACM-M","41-63.5","Velero III","Northern California","Santa Barbara","Off Shore","SRI","Santa Rosa Island: South Point","National Park","Large",33.89,-120.06,"Holocene",NA,1940,1941,"Spring",4,16.56658975,1.364931749,10.78,7.02,8.69917237442735,0.651205936920223,1.75,0.24,"sand","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31900024,10.31900024,"no",NA,"Museum/Field"
987,"LACM-M","77-29.1","LaFollette","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Anthropocene",NA,1970,1977,"Summer",7,16.11378996,1.622584769,24.17,13.02,17.7395997700061,0.53868431940422,2.53,0.37,"gravel","intertidal",0,0,0,0,0,0,1,0,0,0,107.5842697,201.020746,178,2.959740675,NA,NA,NA,NA,NA,NA,1908.410034,1908.410034,"no",NA,"Museum/Field"
212,"CAS","185181","Smith","Northern California","Monterey","Coastal","MO","Pacific Grove: Monterey Aquarium Bay",NA,NA,36.62,-121.9,"Holocene",NA,1910,1913,NA,NA,12.95645444,1.760573839,21.84,12.19,16.3165437516651,0.558150183150183,2.79,0.76,NA,"intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78399992,2.78399992,"no",NA,"Museum/Field"
812,"LACM-M","69-14.3","McLean","Northern California","Ventura","Off Shore","SNI","San Nicolas Island: South of ","SNI","Medium",33.22,-119.54,"Anthropocene",NA,1960,1969,"Spring",6,15.64799444,1.429898884,18.95,10.86,14.3456265112403,0.573087071240105,3.07,0.39,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,1,0,0,0,165.5233161,183.6239384,193,2.383623143,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
660,"LACM-M","62-38.1","LaFollette","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Point Vincente","Los Angeles",NA,33.74,-118.4,"Anthropocene",NA,1960,1962,"Spring",4,16.02088594,1.811912027,18.29,10,13.5240526470433,0.546746856205577,2.33,0.28,"rocky reef or intertidal","intertidal",0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
1385,"LACM-M","105224","Kanakoff","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.83,-118.39,"Holocene",NA,1940,1940,"Winter",2,16.74628806,1.192287243,12.89,7.91,10.0975194973815,0.613653995345229,2.13,0.31,NA,"subtidal",0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271.1910095,271.1910095,"no",NA,"Museum/Field"
620,"LACM-M","105603","Rogders","Southern California Bight","Los Angeles","Coastal","LA","Point Fermin","Los Angeles",NA,33.67,-118.25,"Anthropocene",NA,1960,1960,"Fall",12,16.39862132,1.580005745,21.29,11.47,15.6267814984404,0.538750587130108,2.76,0.22,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,120.7903226,163.6780041,682,4.006893693,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
1243,"LACM-M","41-72.2","Velero III","Northern California","Santa Barbara","Off Shore","SRI","Santa Rosa Island: East of South Point","National Park","Large",33.89,-120,"Holocene",NA,1940,1940,"Spring",4,16.24526834,1.428706639,17.17,10.12,13.1818208150468,0.589400116482236,2.5,0.42,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.812170029,9.812170029,"no",NA,"Museum/Field"
516,"LACM-M","1955-15.11","VeleroIV","Southern California Bight","Ventura","Off Shore","ANA","Ancapa Island: North of","National Park","Small",34.01,-119.4,"Anthropocene",NA,1950,1955,"Spring",4,14.53948919,1.385574071,19.61,11.47,14.9975564676383,0.584905660377359,2.82,0.26,"rocky reef or intertidal","subtidal",0,0,0,0,0,0,0,0,0,0,501.3955224,483.1549486,268,2.550034025,NA,NA,NA,NA,NA,NA,3.846800089,3.846800089,"no",NA,"Museum/Field"
1538,"LACM-M","41-61.3","Velero III","Northern California","Santa Barbara","Off Shore","SRI","Santa Rosa Island: East of South Point","National Park","Large",33.89,-120.05,"Holocene",NA,1940,1941,"Spring",4,16.56658975,1.364931749,26.21,15.27,20.0056666972136,0.582602060282335,3.94,0.44,NA,"subtidal",0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31900024,10.31900024,"no",NA,"Museum/Field"
2570,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,22,12,16.2480768092719,0.545454545454545,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
2079,"MCZ","326454","Fackenthall","Northern California","Monterey","Coastal","MO","Monterey: Del Monte",NA,NA,36.6,-121.88,"Holocene",NA,1910,1911,NA,NA,13.40264082,1.68916158,30.16,17.73,23.124376748358,0.587864721485411,3.92,0.71,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79776001,2.79776001,"no",NA,"Museum/Field"
323,"CAS","163404","Burch","Southern California Bight","Los Angeles","Coastal","LA","Redondo Beach","Los Angeles",NA,33.84,-118.39,"Holocene",NA,1940,1940,NA,NA,16.74628806,1.192287243,22.25,13.06,17.046553903942,0.586966292134832,3.05,0.92,"sand","deep",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.04599,272.04599,"no",NA,"Museum/Field"
2530,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,18,10,13.4164078649987,0.555555555555556,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
2810,"SBNHM","25842","Phillips","Southern California Bight","Orange","Off Shore","SLA","Doheny Beach","Los Angeles",NA,33.45,-117.68,"Anthropocene",NA,1960,1965,"Winter",1,16.5985,2.049891,14.87,8.87,11.4846375650257,0.596503026227303,2.23,0.31,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,178.4125,197.1292,240,3.462431,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
2925,"SBNHM","11888","Howard","Southern California Bight","Orange","Coastal","SLA","Newport: Off of Arch Rock","Los Angeles",NA,33.58,-117.88,"Holocene",NA,1930,1933,"Fall",11,14.86766267,1.508449688,16.68,9.1,12.320227270631,0.545563549160671,2.11,0.4,"rocky reef or intertidal",NA,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84399986,11.84399986,"no",NA,"Museum/Field"
1265,"LACM-M","40-171.6","Velero III","Southern California Bight","Santa Barbara","Off Shore","SCZI","South of Santa Cruz Island: East of ","National Park","Large",33.96,-119.8,"Holocene",NA,1940,1940,"Fall",10,16.3371683,1.286153154,30.72,17.19,22.9799216708848,0.5595703125,4.32,0.68,"algae forest","subtidal",1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.31400013,10.31400013,"no",NA,"Museum/Field"
1793,"LACM-M-IP","5100.39",NA,"Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Point Vincente","Los Angeles",NA,33.78,-118.42,"Pleistocene","3rd Terrace",NA,NA,NA,NA,13.46,6.3629,12.41,7.12,9.39995744671219,0.573730862207897,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
1930,"LACM-M-IP","22715.4",NA,"Southern California Bight","Baja California","Coastal","NBC","Rosarito Beach",NA,NA,32.3,-117.02,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,13.35,5.0099,13.92,8.13,10.6381201346855,0.584051724137931,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
2638,"PR","Diurnal Study","Ul-Hasan","Southern California Bight","San Diego","Coastal","SD","San Diego: Mission Bay","San Diego",NA,32.76,-117.25,"Anthropocene",NA,2010,2017,"Spring",5,17.92041636,2.114710079,19,9,13.076696830622,0.473684210526316,NA,NA,"sand","intertidal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.75,195.9400418,16,1.067754653,NA,NA,NA,NA,0,NA,1790.209961,1790.209961,"no",NA,"Museum/Field"
1678,"LACM-M","41-12.7","Velero III","Southern California Bight","Los Angeles","Off Shore","LA","Point Fermin: South of","Los Angeles",NA,33.64,-118.2,"Holocene",NA,1940,1941,"Winter",2,17.33746147,1.693154134,10.65,6.45,8.28809387012478,0.605633802816901,1.49,0.21,"gravel","subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
1057,"LACM-M","19999","Gregg","Southern California Bight","Los Angeles","Coastal","LA","Palos Verdes: Sacred Cove","Los Angeles",NA,33.74,-118.37,"Holocene",NA,1920,1923,"Spring",4,15.57184283,1.680995603,18.75,10.45,13.9977676791694,0.557333333333333,2.41,0.43,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.209279001,0.209279001,"no",NA,"Museum/Field"
791,"LACM-M","68-25.3","McLean","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: West End","CAT","Large",33.48,-118.6,"Anthropocene",NA,1960,1968,"Spring",4,16.51691922,1.480323832,15.75,9.5,12.2321298227251,0.603174603174603,2.33,0.3,NA,"subtidal",0,0,1,0,0,0,0,0,0,0,293.2742857,575.987522,175,3.438554391,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
1129,"LACM-M","112812","Hancock","Southern California Bight","Los Angeles","Off Shore","CAT","Santa Catalina Island: Catalina Harbor","CAT","Large",33.43,-118.51,"Holocene",NA,1920,1927,"Winter",1,15.89149149,1.725946503,18.51,11.01,14.2756821203051,0.594813614262561,2.42,0.4,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no",NA,"Museum/Field"
192,"CAS","185180","Smith","Southern California Bight","Orange","Coastal","SLA","Newport: Balboa Bay","Los Angeles",NA,33.59,-117.88,"Holocene",NA,1910,1911,NA,NA,15.59793973,2.127915209,20.07,10.92,14.8042021061589,0.544095665171898,2.79,0.51,NA,"intertidal",0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.143640041,1.143640041,"no",NA,"Museum/Field"
1961,"LACM-M-IP","8226.4",NA,"Southern California Bight","Baja California","Coastal","NBC","La Mision",NA,NA,32.12,-116.88,"Pleistocene","1st Terrace",NA,NA,NA,NA,13.28,4.897,9.16,5.73,7.24477742929346,0.625545851528384,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
2833,"SBNHM","25842","Phillips","Southern California Bight","Orange","Off Shore","SLA","Doheny Beach","Los Angeles",NA,33.45,-117.68,"Anthropocene",NA,1960,1965,"Winter",1,16.5985,2.049891,21.73,11.93,16.1008974905128,0.549010584445467,3,0.55,"rocky reef or intertidal",NA,0,0,0,0,0,0,0,0,0,0,178.4125,197.1292,240,3.462431,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,"Museum/Field"
2751,"SBNHM","126981","Baxter","Southern California Bight","Los Angeles","Coastal","LA","Santa Monica Bay","Los Angeles",NA,33.86,-118.48,"Anthropocene",NA,1950,1958,"Spring",4,17.5099,1.581643,22.09,13,16.9460909946808,0.588501584427343,2.78,0.68,NA,"subtidal",0,0,0,0,0,0,0,0,0,0,130.7385,130.7402,413,3.727094,NA,NA,NA,NA,NA,NA,1394.380005,1394.380005,"no",NA,"Museum/Field"
2004,"LACM-M-IP","25824.1",NA,"Southern California Bight","Baja California","Off Shore","SBC","Isla de Cedros",NA,NA,28.2,-115.2,"Pleistocene","Quaternary terrace",NA,NA,NA,NA,15.07,4.4243,14.05,7.75,10.4349173451446,0.551601423487544,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Museum/Field"
